Neuroticism (N-Score),Extroversion (E-Score),Openness (O-Score),Agreeableness (A-Score),Conscientiousness (C-Score),Impulsiveness (BIS-11),Sensation (SS),Alcohol,Amphetamines,Amyl nitrites,Benzos,Caffeine,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal Highs,LSD,Methamphetamine,Magic Mushrooms,Nicotine,Semer,Inhalants/Volatiles,Age_18-24,Age_25-34,Age_35-44,Age_45-54,Age_55-64,Age_65+,Gender_F,Gender_M,Country_Australia,Country_Canada,Country_Ireland,Country_New Zealand,Country_Other,Country_UK,Country_USA,Ethnicity_Black-Asian,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Other,Ethnicity_White,Ethnicity_White-Asian,Ethnicity_White-Black,Education_level,Alcohol_Frequent,Amphetamines_Frequent,Amyl_Frequent,Benzos_Frequent,Caffeine_Frequent,Chocolate_Frequent,Cocaine_Frequent,Crack_Frequent,Ecstasy_Frequent,Heroin_Frequent,Ketamine_Frequent,Legal_Highs_Frequent,LSD_Frequent,Methamphetamine_Frequent,Magic _Mushrooms_Frequent,Nicotine_Frequent,Semer_Frequent,Inhalants_Frequent,Ketamine_Frequent,Legal_Highs_Frequent,LSD_Frequent,Methamphetamine_Frequent,Magic _Mushrooms_Frequent,Nicotine_Frequent,Semer_Frequent,Inhalants_Frequent
0.765768957,0.544337877,0.88255985,0.724137931,0.558725642,1,0.7,0.5,1,0,1,0.666666667,0.833333333,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.650891086,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.698845801,0.772168939,0.88255985,0.770114943,0.488121745,0.777777778,0.8,1,0,0,0,1,1,0,0,0.5,0,0.333333333,0.833333333,0.333333333,0,0.333333333,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.598461069,0.674527055,0.748342536,0.75862069,0.682282462,0.888888889,0.9,1,0.333333333,0.333333333,0.333333333,0.5,0.666666667,0.666666667,0.333333333,0.333333333,0,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0.666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0.330768448,0.82098988,0.966445671,0.862068966,0.841141231,0.222222222,0.6,0,0,0,0,0.833333333,0.833333333,0,0,0,0,0,0.5,0.833333333,0.333333333,0.5,0.833333333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0.849422901,0.625706114,0.748342536,0.67816092,0.646980514,0.222222222,0.8,1,0.166666667,0.666666667,0.666666667,1,0.833333333,0.666666667,0,0.5,0,0,1,0.166666667,0.5,0.333333333,1,0,0.166666667,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.564999491,0.804716233,0.698011043,0.75862069,0.629329539,0.666666667,0.6,0.833333333,0,0,0,1,0.833333333,0,0,0.833333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.665384224,0.560611525,0.832228357,0.850574713,0.629329539,0.444444444,0.5,0.833333333,0.833333333,0,0.833333333,0.333333333,0.666666667,0.666666667,0,0.5,0,0.5,0.833333333,0.333333333,0.666666667,0.5,0.833333333,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0.58173028,0.82098988,0.916114179,0.862068966,0.947047077,0.555555556,0.9,1,0.5,0,0,1,0.666666667,0,0,1,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.397691603,0.723347997,0.849005521,0.873563218,0.911745128,0.222222222,0.7,0.833333333,0.5,0,0,0.833333333,0.666666667,0,0,0.333333333,0,0,0.5,0.5,0.666666667,0.666666667,0.666666667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
0.849422901,0.609432466,0.865782686,0.781609195,0.488121745,0.777777778,1,0.5,0.166666667,0.333333333,0.333333333,1,1,0.333333333,0,0.333333333,0.166666667,0.333333333,0.5,0.166666667,0.166666667,0.166666667,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.749038168,0.593158819,0.88255985,0.770114943,0.858792205,0.666666667,1,1,0.333333333,0.333333333,0.333333333,1,1,0.333333333,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.666666667,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
0.631922646,0.853537175,0.781896864,0.67816092,0.594027591,0.555555556,0.7,0.833333333,0.666666667,0,0.833333333,1,1,0.666666667,0,0.666666667,0,0,0.833333333,0,1,0,1,0,0.666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0.481345547,0.641979761,0.7651197,0.850574713,0.699933436,0.222222222,0.3,0.833333333,0,0,0.333333333,1,0.833333333,0.333333333,0,0,0,0,0,0.166666667,0,0.333333333,0.333333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.832692112,0.479243288,0.781896864,0.747126437,0.399866873,0.222222222,0,0.666666667,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.631922646,0.560611525,0.698011043,0.827586207,0.594027591,0.555555556,0.5,0.833333333,1,0.333333333,0.833333333,1,0.666666667,0.666666667,0,0,0,0,0,0,0.666666667,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0.71557659,0.723347997,0.916114179,0.804597701,0.629329539,0.888888889,1,0.833333333,1,0,0.666666667,1,1,0.5,0,0.833333333,0,0,0.666666667,0.833333333,0,0.666666667,1,0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.650891086,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
0.799230534,0.430422347,0.849005521,0.655172414,0.682282462,1,0.8,0.5,0.833333333,0.166666667,0.333333333,0.833333333,0.833333333,0.333333333,0.333333333,0,0.666666667,0,1,0.166666667,1,0.166666667,0.166666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.447883969,0.739621644,0.849005521,0.83908046,0.435168822,0.888888889,1,0.833333333,0.5,0,0,0.833333333,1,0,0,0.666666667,0,0.333333333,1,0,0,0,0.333333333,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.498076336,0.837263528,0.865782686,0.804597701,0.752886359,0.666666667,0.7,0.833333333,0.5,0,0,1,0.833333333,0.5,0,0.666666667,0,0,0,0.5,0,0.833333333,0.833333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
0.799230534,0.690800703,0.731565371,0.793103448,0.717584411,0.777777778,0.8,1,1,0.333333333,1,1,0.5,0.333333333,0,0.333333333,0,0,0.333333333,0,0.5,0.5,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.698845801,0.674527055,0.865782686,0.770114943,0.541074668,0.444444444,1,0.833333333,0.666666667,0,0.666666667,0.833333333,0.833333333,0.833333333,0,0.833333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
0.849422901,0.560611525,0.798674028,0.75862069,0.629329539,0.888888889,0.7,0.666666667,1,0.166666667,0.333333333,1,1,0.166666667,0.833333333,0.166666667,0.5,0,0,0.166666667,1,0.166666667,0.166666667,0,0.166666667,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.414422392,0.837263528,0.899337014,0.735632184,0.717584411,0.555555556,0.9,0.333333333,0.333333333,0,0.333333333,1,0.833333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.598461069,0.82098988,0.849005521,0.827586207,0.646980514,0.444444444,0.8,1,0.5,0,0.666666667,1,0.666666667,0.5,0,0.5,0.333333333,0,0.5,0.5,0.5,0.333333333,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.832692112,0.690800703,0.798674028,0.862068966,0.717584411,0.333333333,0.8,0.833333333,1,0.666666667,1,1,0.666666667,0,0,0.5,0,0,1,0,0,0,0.833333333,0,0.666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
0.765768957,0.349054111,0.781896864,0.804597701,0.717584411,0.444444444,0.6,0.666666667,0.333333333,0,0.833333333,1,0.833333333,0,0,0.333333333,0,0,0.833333333,0.333333333,0,0.666666667,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
0.665384224,0.641979761,0.781896864,0.781609195,0.735235385,0.666666667,0.7,0.666666667,0,0.5,0,1,0.833333333,0,0,0.833333333,0,0,0.333333333,0,0,0.5,0.666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.514807125,0.934905411,0.849005521,0.908045977,0.752886359,0.444444444,0.9,1,0.5,0.333333333,0.666666667,1,0.833333333,0.666666667,0,0.666666667,0,0.833333333,0.666666667,0.666666667,0,0.666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0
0.43115318,0.837263528,0.932891343,0.931034483,0.629329539,0.444444444,0.4,0.833333333,0,0,0,0.833333333,0.666666667,0.333333333,0,0.666666667,0,0,0.333333333,0.5,0,0.5,0.333333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.665384224,0.772168939,0.899337014,0.885057471,0.805839282,0.222222222,0.6,0.833333333,0,0,0,0.666666667,0.833333333,0,0,0,0,0,0,0.833333333,0,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.615191857,0.788442586,0.88255985,0.850574713,0.805839282,0.222222222,0.8,0.666666667,0.5,0.5,0.5,1,0.833333333,0.666666667,0,0.666666667,0,0,0.5,0.666666667,0,0.5,0.666666667,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0.364230025,0.902358117,0.865782686,0.804597701,0.841141231,0.333333333,0.7,0.833333333,1,0.333333333,1,1,0.833333333,0.666666667,0.333333333,0.666666667,0.5,0.833333333,0,0.5,0.5,0.666666667,1,0,0.166666667,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
0.615191857,0.641979761,0.547016564,0,0.717584411,0.555555556,0.8,0.5,0.5,0,0,0.666666667,0.833333333,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.765768957,0.511790583,0.798674028,0.517241379,0.523423693,0.777777778,1,0.666666667,0.666666667,0.333333333,0.666666667,1,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.5,0.666666667,0.333333333,0,0.833333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1
1,0.430422347,0.664456714,0.724137931,0.417517847,0.555555556,0.2,1,0.5,0.333333333,0.333333333,1,0.666666667,0.333333333,0,0.333333333,0.166666667,0,1,0,0,0.333333333,0.333333333,0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.387443042,0.479243288,0.7651197,0,0.699933436,0.555555556,0.8,0.833333333,0.5,0,0.5,0.5,0.666666667,0,0,0,0,0,0.5,0.5,0,0.5,0.833333333,0,0.333333333,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.336396629,0.658253408,0.781896864,0.816091954,0.646980514,0.222222222,0.6,0.666666667,0.333333333,0.5,0,1,1,0.5,0,0.5,0,0.333333333,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.472520397,0.804716233,0.748342536,0.816091954,0.788188308,0.333333333,0.6,0.833333333,0.666666667,0.5,1,1,1,0.5,0.333333333,0.666666667,0,0.5,0.666666667,0.833333333,0,0.5,1,0,0.333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
0.897907174,0.658253408,0.714788207,0.770114943,0.594027591,0.888888889,1,1,0,0,0,1,1,0,0,0,0,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.897907174,0.576885172,0.64767955,0.735632184,0.594027591,1,1,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0.666666667,0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.251319273,0.869810822,0.580570893,0.448275862,0.717584411,0.555555556,0.9,0.833333333,1,0.666666667,1,1,0.833333333,0.833333333,0.833333333,0.666666667,0.666666667,0.833333333,0.833333333,0.333333333,0.833333333,0.5,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0
0.608644166,0.576885172,0.815451193,0.75862069,0.611678565,0.555555556,0.9,0.833333333,0,0,0.333333333,1,1,0,0,0.666666667,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.642675108,0.609432466,0.798674028,0.75862069,0.576376616,0.555555556,0.7,1,0.333333333,0,0.333333333,0.833333333,0.833333333,0.333333333,0.333333333,0.333333333,1,0.333333333,0,0.333333333,0.5,0.333333333,1,0,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.591628694,0.788442586,0.7651197,0.83908046,0.646980514,0.666666667,0.9,0.666666667,1,0.666666667,0.666666667,1,0.833333333,0.5,0,0.5,0.5,0,0.666666667,0.5,1,0.666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0
0.778798876,0.658253408,0.88255985,0.724137931,0.788188308,0.111111111,0.3,1,0,0,0,1,1,0,0,0,0,0,1,0,0.5,0,0.166666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.829845289,0.674527055,0.748342536,0,0.576376616,0.666666667,0.7,0.333333333,0.5,0,1,1,1,0.833333333,0,0.666666667,1,0,0.5,0.666666667,0.833333333,0.5,0.333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
0.67670605,0.723347997,0.781896864,0.804597701,0.947047077,0.222222222,0.4,0.833333333,0.333333333,0.333333333,0,1,1,0.333333333,0,0.5,0,0,0,0.5,0,0.333333333,0.5,0,0.166666667,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.404458513,0.723347997,0.681233878,0.701149425,0.788188308,0.555555556,0.9,0.666666667,0.833333333,0.333333333,0,1,0.833333333,0.5,0,0,0,0,0.166666667,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.557597752,0.690800703,0.731565371,0.862068966,0.629329539,0.111111111,1,0.833333333,0.666666667,0,0.666666667,1,0.666666667,0.5,0,0.5,0,0,0.5,0.5,0.5,0.666666667,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
0.625659637,0.755895291,0.7651197,0.701149425,0.735235385,0.666666667,0.8,0.833333333,0.833333333,0.5,1,0.666666667,0.833333333,0.5,0,0,0.5,0,0,0.5,1,0.333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.829845289,0.739621644,0.88255985,0.735632184,0.488121745,0.888888889,0.9,1,0,0,1,0.5,0.833333333,0.5,0,0.833333333,0,0,0.5,0.5,0.666666667,0.333333333,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.650891086,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.931938116,0.349054111,0.5302394,0.804597701,0.541074668,0.555555556,0.3,0.666666667,0.666666667,0,0.666666667,0.833333333,0.833333333,0.666666667,0,0.5,0.833333333,0,0,0,1,0.333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0.727752463,0.52806423,0.681233878,0.701149425,0.629329539,0.333333333,0.8,0.666666667,0,0,0.333333333,1,0.666666667,0,0,0,0,0,1,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.659690579,0.511790583,0.563793728,0.67816092,0.823490257,0.222222222,0.7,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.421473984,0.918631764,0.899337014,0.873563218,0.841141231,0.444444444,0.8,0.833333333,0,0,0,1,0.5,0,0,0.833333333,0,0,0,0.666666667,0,0,0.833333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0.948953587,0.365327758,0.698011043,0.632183908,0.329262976,0.888888889,0.9,0.833333333,0.666666667,0,0.833333333,1,1,0.5,0.166666667,0.166666667,0,0,0.333333333,0,0.833333333,0.166666667,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0.642675108,0.690800703,0.7651197,0.770114943,0.841187878,0.222222222,0.5,1,1,0,0.666666667,0.833333333,0.833333333,0,0,0.333333333,0.5,0,1,0.333333333,1,0.333333333,0.666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0.67670605,0.674527055,0.748342536,0.793103448,0.664729965,0.444444444,0.8,0.666666667,0.5,0,0.5,0.5,1,0.333333333,0.5,0.333333333,0.666666667,0.333333333,0.5,0,0.5,0,0.333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.880891703,0.495516936,0.748342536,0.91954023,0.788250504,0.555555556,0.9,0.5,0,0,0,1,1,0,0,0,0,0,0.833333333,0,0,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.650891086,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.642675108,0.837263528,0.966445671,0.781609195,0.594146799,0.888888889,1,1,0.666666667,0.333333333,0.5,1,0.666666667,0.833333333,0,0.833333333,0.833333333,0.666666667,0.5,0.833333333,0.5,0.833333333,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0
0.557597752,0.658253408,0.681233878,0.747126437,0.752958921,0.777777778,0.6,0.833333333,0,0,0.833333333,1,1,0,0,0,0.166666667,0,0.5,0,0.5,0.333333333,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.421473984,0.739621644,0.88255985,0.701149425,0.788250504,0.333333333,0.9,1,0.666666667,0,0.333333333,0.666666667,1,0.5,0,0.666666667,0,0.5,0.666666667,0.666666667,0.5,0.666666667,1,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
0.625659637,0.658253408,0.7651197,0.83908046,0.576501008,0.333333333,0.7,0.5,0.666666667,0,0.333333333,1,1,0.333333333,0.333333333,0.333333333,0,0,0.666666667,0.833333333,1,0.5,1,0,0.333333333,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
0.421473984,0.52806423,0.681233878,0.712643678,0.576501008,0.444444444,0.5,0.5,0,0,0,1,0.833333333,0,0,0,0,0,0,0,0,0.833333333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.812829818,0.544337877,0.479907907,0.724137931,0.629438382,0.777777778,0.5,0.5,0,0,0.5,1,0.833333333,0.333333333,0.5,0.333333333,0.333333333,0.333333333,0.666666667,0,1,0.333333333,1,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
